,user_id,age,sex,occupation,zip_code,#_ratings,RMSE
346,347,18,M,student,90210,199,0.6890821116235621
347,348,24,F,student,45660,58,0.3188129716696183
348,349,68,M,retired,61455,41,0.46145678082280234
349,350,32,M,student,97301,50,0.4136473814304642
350,351,61,M,educator,49938,44,0.2748357760300666
351,352,37,F,programmer,55105,42,0.6350664314399423
352,353,25,M,scientist,28480,25,0.4170708443564798
353,354,29,F,librarian,48197,233,0.5497800445651697
354,355,25,M,student,60135,26,0.23567469252262446
355,356,32,F,homemaker,92688,24,0.37968970212471276
356,357,26,M,executive,98133,76,0.4601531304698669
357,358,40,M,educator,10022,43,0.40138280946893135
358,359,22,M,student,61801,27,0.3493945742151125
359,360,51,M,other,98027,102,0.5201772691934777
360,361,22,M,student,44074,121,0.5362375471939734
361,362,35,F,homemaker,85233,25,0.5625180879443654
362,363,20,M,student,87501,311,0.617832167335066
363,364,63,M,engineer,01810,20,0.28135391608823
364,365,29,M,lawyer,20009,58,0.5016234625018996
365,366,20,F,student,50670,33,0.6429469837905302
366,367,17,M,student,37411,58,0.37924654661919277
367,368,18,M,student,92113,45,0.3998012268340871
368,369,24,M,student,91335,22,0.33103341347668264
369,370,52,M,writer,08534,75,0.511938653366361
370,371,36,M,engineer,99206,51,0.5572547352785572
371,372,25,F,student,66046,66,0.5240489491021759
372,373,24,F,other,55116,233,0.6246119362848964
373,374,36,M,executive,78746,274,0.5926597591798872
374,375,17,M,entertainment,37777,28,0.2700064169026306
375,376,28,F,other,10010,30,0.25069241553170796
376,377,22,M,student,18015,33,0.2572193072778507
377,378,35,M,student,02859,375,0.5544238040087092
378,379,44,M,programmer,98117,196,0.5888133756953149
379,380,32,M,engineer,55117,162,0.5551993361065871
380,381,33,M,artist,94608,127,0.5388523018410701
381,382,45,M,engineer,01824,53,0.48013149998231014
382,383,42,M,administrator,75204,71,0.5380604606074334
383,384,52,M,programmer,45218,22,0.19001238891867683
384,385,36,M,writer,10003,281,0.6043265911332559
385,386,36,M,salesman,43221,23,0.415069773929043
386,387,33,M,entertainment,37412,304,0.6054211373577808
387,388,31,M,other,36106,52,0.5405123343104611
388,389,44,F,writer,83702,271,0.5876798749980444
389,390,42,F,writer,85016,31,0.5312036769285267
390,391,23,M,student,84604,121,0.6360487153547731
391,392,52,M,writer,59801,111,0.5835320534577101
392,393,19,M,student,83686,448,0.5941364272227924
393,394,25,M,administrator,96819,149,0.5632269388603607
394,395,43,M,other,44092,57,0.5278399331329897
395,396,57,M,engineer,94551,54,0.4096552777322669
396,397,17,M,student,27514,102,0.4459791842010815
397,398,40,M,other,60008,172,0.625276639898938
398,399,25,M,other,92374,319,0.636971376735517
399,400,33,F,administrator,78213,22,0.37448103354180096
400,401,46,F,healthcare,84107,153,0.6322055302302735
401,402,30,M,engineer,95129,68,0.484025186466671
402,403,37,M,other,06811,50,0.5542657753133411
403,404,29,F,programmer,55108,44,0.4373102620917895
404,405,22,F,healthcare,10019,737,0.39053667240603335
405,406,52,M,educator,93109,342,0.6307669225026832
406,407,29,M,engineer,03261,226,0.5463177938828698
407,408,23,M,student,61755,27,0.3910955437783854
408,409,48,M,administrator,98225,203,0.5782345190619682
409,410,30,F,artist,94025,28,0.315144000907243
410,411,34,M,educator,44691,58,0.5081988109082066
411,412,25,M,educator,15222,51,0.3931291238531599
412,413,55,M,educator,78212,50,0.4996445420454103
413,414,24,M,programmer,38115,25,0.36646374859937547
414,415,39,M,educator,85711,24,0.32794964665448584
415,416,20,F,student,92626,493,0.6200856221213279
416,417,27,F,other,48103,365,0.6917839676736027
417,418,55,F,none,21206,20,0.3488686063453664
418,419,37,M,lawyer,43215,32,0.3292670536823918
419,420,53,M,educator,02140,36,0.37213327988034434
420,421,38,F,programmer,55105,62,0.46900818400651756
421,422,26,M,entertainment,94533,97,0.46795042311029467
422,423,64,M,other,91606,64,0.4744591801113723
423,424,36,F,marketing,55422,44,0.5650498778903628
424,425,19,M,student,58644,204,0.5659454521152465
425,426,55,M,educator,01602,101,0.4984819529633868
426,427,51,M,doctor,85258,31,0.4229271565938419
427,428,28,M,student,55414,55,0.4369671546694166
428,429,27,M,student,29205,414,0.5557122621158934
429,430,38,M,scientist,98199,65,0.4569857388695614
430,431,24,M,marketing,92629,21,0.30632433906588213
431,432,22,M,entertainment,50311,62,0.6838466715158058
432,433,27,M,artist,11211,41,0.507880166882485
433,434,16,F,student,49705,44,0.5202065062678616
434,435,24,M,engineer,60007,379,0.6447517835868474
435,436,30,F,administrator,17345,145,0.6781712456345242
436,437,27,F,other,20009,263,0.6331110198102728
437,438,51,F,administrator,43204,33,0.313475717822553
438,439,23,F,administrator,20817,31,0.3664537368907476
439,440,30,M,other,48076,51,0.44797958037001473
440,441,50,M,technician,55013,20,0.2662275121953681
441,442,22,M,student,85282,143,0.5924516200702169
442,443,35,M,salesman,33308,24,0.4745370839792542
443,444,51,F,lawyer,53202,24,0.40107439871975376
444,445,21,M,writer,92653,135,0.7471048069016858
445,446,57,M,educator,60201,36,0.372167795909911
446,447,30,M,administrator,55113,139,0.6297882106523036
447,448,23,M,entertainment,10021,38,0.3463255757464072
448,449,23,M,librarian,55021,75,0.4346263406670893
449,450,35,F,educator,11758,540,0.5719635002701923
450,451,16,M,student,48446,98,0.4969438269805495
451,452,35,M,administrator,28018,206,0.6617645849293503
452,453,18,M,student,06333,156,0.5039526588873139
453,454,57,M,other,97330,236,0.6193618042054173
454,455,48,M,administrator,83709,189,0.5596537154214749
455,456,24,M,technician,31820,217,0.5919743930858373
456,457,33,F,salesman,30011,277,0.46372641576405943
457,458,47,M,technician,Y1A6B,183,0.6351796968865776
458,459,22,M,student,29201,118,0.6078122249399981
459,460,44,F,other,60630,68,0.4216848564120577
460,461,15,M,student,98102,23,0.4078316694147567
461,462,19,F,student,02918,33,0.3637720611721321
462,463,48,F,healthcare,75218,133,0.5851538668413848
463,464,60,M,writer,94583,53,0.38732724245209005
464,465,32,M,other,05001,80,0.47037579113588285
465,466,22,M,student,90804,101,0.5965144559221854
466,467,29,M,engineer,91201,44,0.5462479351508969
467,468,28,M,engineer,02341,143,0.5175060389776215
468,469,60,M,educator,78628,43,0.2959630245139011
469,470,24,M,programmer,10021,57,0.4963766141291741
470,471,10,M,student,77459,31,0.5619456008586999
471,472,24,M,student,87544,263,0.5879450328855929
472,473,29,M,student,94708,35,0.4145354170369649
473,474,51,M,executive,93711,327,0.5262301008616768
474,475,30,M,programmer,75230,20,0.5094188297073372
475,476,28,M,student,60440,83,0.5287693327440691
476,477,23,F,student,02125,35,0.3589305021500765
477,478,29,M,other,10019,113,0.6524192019225525
478,479,30,M,educator,55409,202,0.6177051613735524
479,480,57,M,retired,98257,60,0.5590587907403598
480,481,73,M,retired,37771,56,0.6731202296868025
481,482,18,F,student,40256,26,0.29090572469232173
482,483,29,M,scientist,43212,59,0.5976486294680512
483,484,27,M,student,21208,139,0.5954510592515968
484,485,44,F,educator,95821,26,0.26055811171843024
485,486,39,M,educator,93101,189,0.5692183363989987
486,487,22,M,engineer,92121,231,0.6241004760015656
487,488,48,M,technician,21012,154,0.629925719634208
488,489,55,M,other,45218,109,0.4674474580547083
489,490,29,F,artist,V5A2B,57,0.5248770158405844
490,491,43,F,writer,53711,33,0.4099217914017797
491,492,57,M,educator,94618,55,0.5441566600583732
492,493,22,M,engineer,60090,135,0.7233158361530554
493,494,38,F,administrator,49428,47,0.5709634029687433
494,495,29,M,engineer,03052,213,0.6183706590650936
495,496,21,F,student,55414,129,0.46546389280463485
496,497,20,M,student,50112,279,0.550340088603938
497,498,26,M,writer,55408,149,0.5800011398086468
498,499,42,M,programmer,75006,102,0.5642418027864373
499,500,28,M,administrator,94305,225,0.6560913993875468
500,501,22,M,student,10025,73,0.3706890790504482
501,502,22,M,student,23092,37,0.4618436455359817
502,503,50,F,writer,27514,160,0.717164655118349
503,504,40,F,writer,92115,251,0.5479986134472609
504,505,27,F,other,20657,112,0.482755797468509
505,506,46,M,programmer,03869,242,0.5805510625459889
506,507,18,F,writer,28450,58,0.44449302905164817
507,508,27,M,marketing,19382,87,0.5667866534013329
508,509,23,M,administrator,10011,33,0.3277095833267525
509,510,34,M,other,98038,30,0.2710942106077122
510,511,22,M,student,21250,24,0.3538839782224672
511,512,29,M,other,20090,21,0.4275703218455951
512,513,43,M,administrator,26241,22,0.31627501801364405
513,514,27,M,programmer,20707,194,0.5775779987736951
514,515,53,M,marketing,49508,40,0.4386119720801482
515,516,53,F,librarian,10021,21,0.3147882621899008
516,517,24,M,student,55454,37,0.505290493351862
517,518,49,F,writer,99709,73,0.6199946080395276
518,519,22,M,other,55320,49,0.3274124624790771
519,520,62,M,healthcare,12603,23,0.41805920789103
520,521,19,M,student,02146,150,0.5609611657714991
521,522,36,M,engineer,55443,30,0.48911799044817494
522,523,50,F,administrator,04102,100,0.4561742246142072
523,524,56,M,educator,02159,306,0.6481350684080062
524,525,27,F,administrator,19711,54,0.450717526119454
525,526,30,M,marketing,97124,68,0.4894125895039203
526,527,33,M,librarian,12180,137,0.6025911646528608
527,528,18,M,student,55104,53,0.511474847543431
528,529,47,F,administrator,44224,43,0.44522537374196797
529,530,29,M,engineer,94040,45,0.47190201140283855
530,531,30,F,salesman,97408,30,0.31136349690943954
531,532,20,M,student,92705,274,0.5272660495134424
532,533,43,M,librarian,02324,260,0.6632987074971947
533,534,20,M,student,05464,80,0.5088088753536496
534,535,45,F,educator,80302,218,0.5827188093612131
535,536,38,M,engineer,30078,163,0.5452830806376459
536,537,36,M,engineer,22902,490,0.5502241926038379
537,538,31,M,scientist,21010,81,0.47862431962741014
538,539,53,F,administrator,80303,56,0.4331557078802559
539,540,28,M,engineer,91201,63,0.4297670545838105
540,541,19,F,student,84302,133,0.57731947949156
541,542,21,M,student,60515,135,0.5135221357530488
542,543,33,M,scientist,95123,197,0.4797363283366248
543,544,44,F,other,29464,31,0.40202169271549154
544,545,27,M,technician,08052,162,0.5690835058145872
545,546,36,M,executive,22911,59,0.50184057784893
546,547,50,M,educator,14534,23,0.4729402272848997
547,548,51,M,writer,95468,155,0.5980960851811622
548,549,42,M,scientist,45680,25,0.35045248123366274
549,550,16,F,student,95453,40,0.4582558663104837
550,551,25,M,programmer,55414,334,0.6154581688757135
551,552,45,M,other,68147,84,0.42879212427913715
552,553,58,M,educator,62901,100,0.5292978742034627
553,554,32,M,scientist,62901,114,0.45479435646914373
